PointID,Original_ID,lon,lat,Class,margin,BoundaryScore,RF_Pred,prob_1,prob_2,prob_3,Method
70,10074,119.22590111807142,29.379692488142023,3,0.32666666666666666,0.2258391459810341,3,0.02,0.32666666666666666,0.6533333333333333,BAMS150
71,9064,119.69607765134887,30.22132105737361,2,0.2733333333333333,0.08497360016926121,2,0.33666666666666667,0.61,0.05333333333333334,BAMS150
72,8560,120.05136544598423,30.118556614495894,2,0.2933333333333333,0.1372808717284171,2,0.35333333333333333,0.6466666666666666,0.0,BAMS150
73,7713,120.18781839732077,29.94131626582353,2,0.32,0.2072264064392236,2,0.34,0.66,0.0,BAMS150
74,9378,120.4617142204276,30.29381712230053,2,0.30666666666666664,0.1716081175705884,2,0.3466666666666667,0.6533333333333333,0.0,BAMS150
75,4262,120.19545237832425,30.374843447542695,1,0.28,0.10050402202609252,1,0.64,0.36,0.0,BAMS150
76,8368,119.4365579700383,30.07579383539335,2,0.3066666666666666,0.16982054544619846,2,0.34,0.6466666666666666,0.013333333333333334,BAMS150
77,8948,119.91005653360055,30.19652845551645,2,0.2866666666666667,0.11404851913396402,2,0.006666666666666667,0.64,0.35333333333333333,BAMS150
78,3623,120.33855384933143,30.301901472510426,1,0.2866666666666666,0.11363982164706428,1,0.6433333333333333,0.3566666666666667,0.0,BAMS150
79,14054,120.07310356361982,30.059714316994622,3,0.2966666666666667,0.1367443352278842,3,0.3333333333333333,0.03666666666666667,0.63,BAMS150
80,9805,120.19132325074874,30.409878604519612,2,0.26666666666666666,0.05391329041005376,2,0.36666666666666664,0.6333333333333333,0.0,BAMS150
81,9779,120.23300246829533,30.400625969833715,2,0.29666666666666663,0.12941006091415186,2,0.32666666666666666,0.6233333333333333,0.05,BAMS150
82,7896,119.70955305473238,29.97797007648285,2,0.3133333333333333,0.1728690440806425,2,0.3333333333333333,0.6466666666666666,0.02,BAMS150
83,13199,118.78105673787857,29.676945082566828,3,0.32999999999999996,0.21064803221811287,3,0.31666666666666665,0.03666666666666667,0.6466666666666666,BAMS150
84,726,119.88041242979729,29.856874269174426,1,0.30000000000000004,0.13076934376090635,1,0.65,0.35,0.0,BAMS150
85,7561,120.09044054851557,29.906281108846603,2,0.30000000000000004,0.13004324638752623,2,0.35,0.65,0.0,BAMS150
86,8340,119.78878682135104,30.069149774823718,2,0.30666666666666664,0.1470997048771871,2,0.3466666666666667,0.6533333333333333,0.0,BAMS150
87,7025,119.6327494981878,29.79740769752566,2,0.29666666666666663,0.11943492134547301,2,0.3466666666666667,0.6433333333333333,0.01,BAMS150
88,9189,119.86783776482656,30.24809350009849,2,0.32,0.18050321200406466,2,0.34,0.66,0.0,BAMS150
89,9904,120.0773263323174,30.448146609760286,2,0.2933333333333333,0.10957647200317185,2,0.33,0.6233333333333333,0.04666666666666667,BAMS150
90,7075,118.85085504666819,29.80926444722678,2,0.29,0.0954384081664153,2,0.35333333333333333,0.6433333333333333,0.0033333333333333335,BAMS150
91,9877,120.29121157344701,30.436740229265578,2,0.36000000000000004,0.27892655224636426,2,0.32,0.68,0.0,BAMS150
92,14801,120.18682847688687,30.396314019115042,3,0.3,0.12047404885770596,3,0.3233333333333333,0.05333333333333334,0.6233333333333333,BAMS150
