system:index,Original_ID,B11_mean,B11_stdDev,B12_mean,B12_stdDev,B2_mean,B2_stdDev,B3_mean,B3_stdDev,B4_mean,B4_stdDev,B8_mean,B8_stdDev,Class,MNDWI_mean,MNDWI_stdDev,NDBI_mean,NDBI_stdDev,NDVI_mean,NDVI_stdDev,.geo
000000000000000004a9_0,1193,1989.3333333333328,70.3420215802759,1448.111111111111,75.3177630582499,910.1111111111107,226.12358687940957,1110.8888888888887,216.394929312354,1135.333333333333,253.3877134616699,2168.777777777777,151.58259778291475,1,-0.28913823,0.1078429949465296,-0.04220549,0.0238423814299326,0.31734335,0.1343061084868165,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f6_0,1782,1767.722222222222,181.81035771605409,1633.7777777777776,220.77541518615095,929.5555555555552,179.13673307226088,1015.1666666666664,212.52842947082007,1133.9999999999995,268.32681151494677,1631.2222222222215,290.05546510884125,1,-0.27816778,0.0596768070872897,0.04559533,0.046722005476913,0.18695801,0.0463157702191352,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000968_0,2408,2368.6666666666665,155.57491942969327,2106.444444444444,159.55710305656297,1079.9999999999998,147.31070716157888,1338.444444444444,183.7093786459176,1502.8888888888885,185.7192890385583,2455.888888888888,155.5080879957653,1,-0.27945176,0.0750475101319814,-0.018054562,0.0522481648014783,0.24296789,0.0407941788871299,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a8b_0,2699,2359.666666666666,104.98359660230524,1939.444444444444,111.88993710200906,939.4444444444442,223.39457424581536,1177.444444444444,252.7652011523347,1311.7777777777776,266.4289681354647,2200.333333333333,257.5314436033869,1,-0.34053496,0.091741012723547,0.038076177,0.0527417663400358,0.25714645,0.0782915734672366,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a9f_0,2719,2782.4999999999995,83.42261883526153,2282.388888888888,98.37958736382488,998.3888888888888,217.94185995578627,1259.333333333333,221.0194812931908,1367.7777777777774,174.00752076835835,2391.7222222222217,123.3475467285436,1,-0.38024777,0.0838361996501856,0.07594156,0.0145732677720602,0.27365136,0.0779980926144809,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000af2_0,2802,2177.777777777777,100.01752932780902,2049.9999999999995,119.87771547150317,965.9999999999995,130.12131092006243,1148.5555555555552,178.66362628701083,1352.9999999999995,214.0124606964121,1871.9999999999995,358.586112391431,1,-0.31290895,0.0711842913371878,0.083758935,0.0949242454822072,0.15799809,0.0310428857033732,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001070_0,4208,2380.416666666666,19.563287612827818,2734.0277777777774,92.8274068857594,1050.874074074074,13.832458944069533,1292.222222222222,16.1038297722544,1467.9370370370366,19.940389216007944,1460.5873015873012,26.065079195915352,1,-0.2963043,0.0063670220263205,0.23950662,0.0107897090514219,-0.002544371,0.0046545723165014,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6_0,246,2189.444444444444,176.16665790672445,1725.1666666666658,220.67283475770188,911.1111111111107,207.63667222897067,1135.1111111111109,170.1152840768375,1192.1111111111109,182.7903744392856,2292.4999999999995,223.6980852250044,1,-0.320205,0.0508167737588001,-0.02214393,0.0517846740028768,0.31755185,0.0758058296547543,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000062f_0,1583,2087.666666666666,110.79836541112768,2019.166666666666,107.03452194917716,1100.5555555555554,112.2943662494161,1335.333333333333,86.17166329806774,1481.6666666666663,87.71924912279326,1839.055555555555,128.0649671161841,1,-0.21990338,0.0283129345692871,0.063782305,0.0272594126658085,0.10725073,0.0127344741110468,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ef0_0,3824,2347.166666666666,120.71269840226236,2304.0555555555547,119.36904597006148,1180.4999999999995,289.31105905044296,1160.3888888888885,262.6281462636411,1292.1666666666663,251.7015428372791,2025.8333333333328,170.74298423849416,1,-0.34543332,0.0777013352800668,0.074512094,0.033757945711977,0.22641668,0.0774957283140491,"{""type"":""MultiPoint"",""coordinates"":[]}"
