PointID,Original_ID,lon,lat,Class,margin,BoundaryScore,RF_Pred,prob_1,prob_2,prob_3,Method
126,5062,117.14952078084782,31.969738404651796,2,0.22666666666666663,970.1624403539718,2,0.38666666666666666,0.6133333333333333,0.0,BAMS150
127,3617,117.3891014671225,31.934254950929073,1,0.4666666666666667,968.4930494105073,1,0.73,0.2633333333333333,0.006666666666666667,BAMS150
128,3886,117.16604978207565,31.75728683995753,1,0.54,967.0364516992854,1,0.77,0.23,0.0,BAMS150
129,824,116.88119400548132,32.58140128160878,1,0.48,965.0207819289947,1,0.74,0.26,0.0,BAMS150
130,5973,117.03417709836688,31.825289306965377,2,0.4966666666666667,963.9135536549408,2,0.25,0.7466666666666667,0.0033333333333333335,BAMS150
131,2773,117.37095549838328,32.45824225615599,1,0.5733333333333333,963.8179069167777,1,0.7866666666666666,0.21333333333333335,0.0,BAMS150
132,2604,117.15293437892748,31.628288765157965,1,0.5333333333333334,962.6634247852572,1,0.7666666666666667,0.23333333333333334,0.0,BAMS150
133,4512,116.95791013074512,31.95276024578194,1,0.39,962.0898459512223,1,0.6933333333333334,0.30333333333333334,0.0033333333333333335,BAMS150
134,7358,116.99941229687144,32.56595025872192,2,0.35666666666666663,959.5733767341376,2,0.32,0.6766666666666666,0.0033333333333333335,BAMS150
135,3118,117.38649635279856,32.07538028206425,1,0.4266666666666667,958.0249536548818,1,0.7133333333333334,0.2866666666666667,0.0,BAMS150
136,2862,117.33286693033662,31.846399716142187,1,0.3366666666666666,955.4791500993879,1,0.6666666666666666,0.33,0.0033333333333333335,BAMS150
137,2938,117.12616458346072,31.77300735742962,1,0.4266666666666667,953.726923983686,1,0.7133333333333334,0.2866666666666667,0.0,BAMS150
138,5623,117.20836043195766,31.76644965585555,2,0.2466666666666667,950.5310987009939,2,0.37,0.6166666666666667,0.013333333333333334,BAMS150
139,2745,117.2680983983516,31.718569451211977,1,0.41666666666666663,946.1299852526402,1,0.6433333333333333,0.13,0.22666666666666666,BAMS150
140,5379,116.80304057576292,31.697369210506757,2,0.56,945.4875612831908,2,0.22,0.78,0.0,BAMS150
141,630,116.94919647248918,31.791602483810895,1,0.55,944.6633985861328,1,0.77,0.22,0.01,BAMS150
142,9306,117.09634051602796,32.065947971581,2,0.5333333333333334,943.3153657777644,2,0.23333333333333334,0.7666666666666667,0.0,BAMS150
143,10405,117.15140724294449,31.756568187730235,3,0.5533333333333333,942.3842007262759,3,0.12666666666666668,0.16,0.7133333333333334,BAMS150
144,3557,117.57801717137284,31.914042857036385,1,0.5666666666666667,939.3316146516654,1,0.7833333333333333,0.21666666666666667,0.0,BAMS150
145,1905,117.31283449950077,31.804178897788567,1,0.5,939.1314518868337,1,0.75,0.25,0.0,BAMS150
146,6180,117.75013437981012,32.25369586596198,2,0.5700000000000001,935.8620051465891,2,0.07666666666666666,0.7466666666666667,0.17666666666666667,BAMS150
147,8624,117.33358558256391,31.706801520990012,2,0.35333333333333333,934.3587967245874,2,0.31,0.6633333333333333,0.02666666666666667,BAMS150
148,8013,117.28579520944876,32.01618130484078,2,0.4066666666666667,933.6004481014371,2,0.2866666666666667,0.6933333333333334,0.02,BAMS150
149,6535,117.12742222485848,31.780104048174167,2,0.39999999999999997,930.9857534754378,2,0.3,0.7,0.0,BAMS150
150,7218,117.08636921637422,32.06603780310941,2,0.32,929.3105187569292,2,0.34,0.66,0.0,BAMS150
