PointID,Original_ID,lon,lat,Class,margin,RF_Pred,prob_1,prob_2,prob_3
110,3060,114.2699711376027,30.8070489324159,1,0.06000000000000005,2,0.47,0.53,0.0
111,4922,114.54755056039563,30.963355791852695,1,0.06000000000000005,1,0.53,0.47,0.0
112,1218,114.21822817723742,30.419785213431975,1,0.06000000000000005,1,0.53,0.47,0.0
113,4465,114.16477841783232,30.568905550595815,1,0.06000000000000005,2,0.47,0.53,0.0
114,6966,114.27931361655754,30.827889847007473,2,0.06000000000000005,1,0.53,0.47,0.0
115,4768,114.03155826119738,30.456705971609285,1,0.06000000000000005,1,0.53,0.47,0.0
116,3533,114.32988876705348,30.4072087994543,1,0.06000000000000005,2,0.47,0.53,0.0
117,3937,113.96652023462713,30.511952361582637,1,0.06000000000000005,1,0.53,0.47,0.0
118,3594,114.57494917656128,30.65343701883146,1,0.06000000000000005,1,0.53,0.47,0.0
119,9239,114.01781403735036,30.698173119980613,2,0.06000000000000005,3,0.0,0.47,0.53
120,8823,114.48924989845628,30.842712049195445,2,0.06000000000000005,1,0.53,0.47,0.0
121,4017,114.47847011504685,30.211825225158304,1,0.06000000000000005,2,0.47,0.53,0.0
122,12076,114.39672342419196,30.1982606643681,3,0.06999999999999995,1,0.47,0.4,0.13
123,10201,113.67672372397016,30.43343960575059,3,0.06999999999999995,2,0.13,0.47,0.4
124,14497,114.2105924973224,30.207872637908174,3,0.06999999999999995,2,0.13,0.47,0.4
125,11806,114.59057986250497,30.386817042504788,3,0.07,2,0.03,0.52,0.45
126,8603,114.05365681718672,30.274527631989848,2,0.07,1,0.51,0.44,0.05
127,7314,114.47254123417166,30.772194299392066,2,0.07,1,0.53,0.46,0.01
128,4730,114.3766011618277,30.46793491266078,1,0.07,1,0.53,0.46,0.01
129,10092,113.76179418137627,30.44314141081908,3,0.07,1,0.48,0.41,0.11
130,2151,114.24086572239725,30.627026549478348,1,0.07,1,0.53,0.46,0.01
131,6098,114.30186133018894,31.254140449322183,2,0.07,1,0.53,0.46,0.01
132,7294,113.76682474696736,30.444039726103203,2,0.07,3,0.05,0.44,0.51
133,6469,113.8084167446221,30.45311271047281,2,0.07,1,0.53,0.46,0.01
134,698,113.77634688897902,30.4199648764888,1,0.07,1,0.53,0.46,0.01
135,4859,114.36186879116812,30.6822729394517,1,0.07,1,0.48,0.41,0.11
136,7601,114.66361289510388,30.722966621822312,2,0.07999999999999996,2,0.4,0.48,0.12
137,1062,114.61366656530684,30.711198691600348,1,0.08000000000000002,1,0.54,0.46,0.0
138,13850,114.18795495216258,30.74740079755036,3,0.08000000000000002,2,0.43,0.51,0.06
139,4535,113.87632938010152,30.306956813746563,1,0.08000000000000002,1,0.54,0.46,0.0
140,2033,114.49760423059858,31.10798455259594,1,0.08000000000000002,1,0.54,0.46,0.0
141,3358,114.47784129434795,30.42023437107403,1,0.08000000000000002,1,0.54,0.46,0.0
142,5272,114.10872354410324,30.30767546597386,2,0.08000000000000002,1,0.44,0.36,0.2
143,12699,113.8122795003438,30.233115297391937,3,0.08000000000000002,1,0.39,0.3,0.31
144,9772,114.4803565771435,30.859690208065302,2,0.08000000000000002,1,0.54,0.46,0.0
145,7642,114.72559664970812,30.614539967029085,2,0.08000000000000002,3,0.1,0.41,0.49
146,1920,114.53766909227032,30.626307897251053,1,0.08000000000000002,1,0.54,0.46,0.0
147,8036,114.44532228106284,30.84702396255922,2,0.08000000000000002,1,0.54,0.46,0.0
148,2243,114.3473160835654,30.54896295128836,1,0.08000000000000002,1,0.52,0.44,0.04
149,6645,114.47397853862624,30.73410573134539,2,0.08000000000000002,3,0.04,0.44,0.52
150,12847,113.86599875433416,30.48850633266712,3,0.08000000000000002,2,0.0,0.54,0.46
