Original_ID,Original_ID_GEE,system:index,B11_mean,B11_stdDev,B12_mean,B12_stdDev,B2_mean,B2_stdDev,B3_mean,B3_stdDev,B4_mean,B4_stdDev,B8_mean,B8_stdDev,Class,MNDWI_mean,MNDWI_stdDev,NDBI_mean,NDBI_stdDev,NDVI_mean,NDVI_stdDev,.geo
3797,00000000000000000ed5,00000000000000000ed5_0,1187.185185185185,199.26788369398503,912.3888888888886,118.8538564689038,464.2268518518517,63.618664978193614,550.6064814814813,66.46948591872044,510.4756172839504,68.02985200899131,969.696296296296,228.7478514744648,2,-0.3612498,0.0704752367780006,0.10694567,0.0494154747221195,0.29811615,0.1102745006897493,"{""type"":""MultiPoint"",""coordinates"":[]}"
4813,000000000000000012cd,000000000000000012cd_0,845.0166666666662,63.780830235701686,594.4254005254004,52.151553678011766,444.0323478990144,41.230610587841205,484.10856663307624,57.434985025099145,460.09001729479655,68.6981406067512,853.5848010014673,275.3046877364616,1,-0.27279526,0.0409416323031649,0.017027812,0.1467414339044635,0.27999356,0.097581365457197,"{""type"":""MultiPoint"",""coordinates"":[]}"
4690,00000000000000001252,00000000000000001252_0,481.86644219977535,24.785550288048405,378.8740537240537,25.293097101509904,394.8259962259961,71.3071023736479,427.65445064195046,86.75026123259747,394.9327581369247,73.02978301482379,608.5028439153438,136.44193016520717,1,-0.06885128,0.0775559461355985,-0.10459073,0.0847597093423617,0.20936368,0.0611448230637335,"{""type"":""MultiPoint"",""coordinates"":[]}"
1024,00000000000000000400,00000000000000000400_0,931.4074074074072,129.46459335580838,772.5648148148146,135.47987287180632,511.03703703703695,138.52108026448772,583.7037037037035,158.34746579770157,589.759259259259,187.27730167563865,821.2407407407404,200.8570888226639,1,-0.23847653,0.1027923577656279,0.07222278,0.1043181860051741,0.17185122,0.0521806736854695,"{""type"":""MultiPoint"",""coordinates"":[]}"
905,00000000000000000389,00000000000000000389_0,1448.6666666666667,231.45961970839656,935.333333333333,131.99326582148888,421.9999999999999,30.459444804161777,556.6666666666665,40.40627014049511,477.0,69.58927120373274,1154.5555555555552,372.9072303792671,1,-0.44001186,0.0421589486043283,0.13016795,0.0904362262314503,0.3964035,0.0726713953751742,"{""type"":""MultiPoint"",""coordinates"":[]}"
935,000000000000000003a7,000000000000000003a7_0,977.1111111111107,179.61285956464133,773.5277777777775,158.82573045423433,445.1243265993265,72.38235913481368,505.9861111111109,94.34571432623947,494.82685185185176,123.99686312351557,1119.8425925925922,354.1490898567504,1,-0.31681678,0.0667531692555069,-0.049344294,0.0889251995198092,0.37025726,0.1451514151476574,"{""type"":""MultiPoint"",""coordinates"":[]}"
1378,00000000000000000562,00000000000000000562_0,982.8888888888886,321.7447036409264,859.5555555555552,357.95875340016823,661.2222222222221,359.2986309086628,715.0,415.2862466620664,746.8888888888888,507.38270553551905,899.3333333333333,509.8437669195012,1,-0.19035941,0.190464995988693,0.07752636,0.1912759800105373,0.13079742,0.0800767338766712,"{""type"":""MultiPoint"",""coordinates"":[]}"
2877,00000000000000000b3d,00000000000000000b3d_0,1202.22581369248,43.81657251188547,773.0452787952785,119.44603467550776,486.15793201800665,78.01172730880822,634.6797619047618,91.9132785517112,574.798611111111,90.38508208454012,1788.8574074074068,49.16607665126596,1,-0.3123551,0.0485962279896473,-0.19611895,0.0264832500726298,0.5151142,0.0635789435020107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1841,00000000000000000731,00000000000000000731_0,1151.0888888888885,181.1501062314195,965.0084656084656,196.6204529247355,560.3749999999999,98.7937152586296,625.2835978835977,122.4285842313448,675.0219135802466,182.0208873457036,904.6801587301584,222.5251091621099,1,-0.297996,0.0705767770883425,0.12853982,0.0830375993544091,0.14682601,0.0524959891368607,"{""type"":""MultiPoint"",""coordinates"":[]}"
4667,0000000000000000123b,0000000000000000123b_0,768.5185185185184,120.782887156683,662.1825396825396,152.86920795401795,451.55264550264536,47.73742891569973,501.7175925925925,71.81279186022395,488.624074074074,101.25784076060822,702.5333333333331,119.71627440755412,1,-0.20897645,0.0598766826713861,0.04618877,0.1014587430791511,0.18270023,0.0684315358727356,"{""type"":""MultiPoint"",""coordinates"":[]}"
824,00000000000000000338,00000000000000000338_0,1037.4444444444443,229.37989406761247,889.5555555555552,217.7088326239179,513.111111111111,74.6420263575785,557.2222222222221,91.03330010713144,552.7777777777777,101.26837586639414,831.4444444444443,129.6740453008671,1,-0.29438895,0.0899600081166245,0.10456828,0.105591702552459,0.20160098,0.0636265877911894,"{""type"":""MultiPoint"",""coordinates"":[]}"
1399,00000000000000000577,00000000000000000577_0,1061.333333333333,179.51468783402774,769.558333333333,159.76807931081476,502.48296888296875,125.9235871258534,589.0485042735041,150.0289579568179,601.6833333333333,179.72513122323724,1231.472222222222,170.08030964340082,1,-0.29112515,0.0621009330075702,-0.07571432,0.0963544574382297,0.35207146,0.1026537078442835,"{""type"":""MultiPoint"",""coordinates"":[]}"
1112,00000000000000000458,00000000000000000458_0,998.833333333333,253.61563218557504,869.8333333333333,270.5861949340522,605.611111111111,205.1714429145887,662.4444444444442,265.28511333662254,777.6666666666664,410.2979946873302,954.222222222222,379.726664202256,1,-0.2210152,0.070751973463713,0.043175485,0.0801765874535963,0.12906042,0.0640392237817571,"{""type"":""MultiPoint"",""coordinates"":[]}"
